,property_id,Description
2008,Q69135694,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
2009,C69135414,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. The society is equipped with EV charging stations and smart home integrations."
2010,X69133318,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also provides daycare facilities and dedicated coworking hubs for professionals."
2011,T69132466,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Residents have access to rooftop lounges and outdoor yoga spaces."
2012,G69127412,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
2013,S69121822,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also includes a dedicated cycling track and community library."
2014,I69118750,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
2015,W66533824,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also includes a dedicated cycling track and community library."
2016,W62818262,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
2017,L68965444,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
2018,S69087390,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. The society is equipped with EV charging stations and smart home integrations."
2019,L69086224,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also provides daycare facilities and dedicated coworking hubs for professionals."
2020,S31689979,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also includes a dedicated cycling track and community library."
2021,Y69073178,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also provides daycare facilities and dedicated coworking hubs for professionals."
2022,B69071558,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
2023,D69042566,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
2024,L69042452,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
2025,O69042106,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
2026,L66086946,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also includes a dedicated cycling track and community library."
2027,L69036040,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
2028,O69034342,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Residents have access to rooftop lounges and outdoor yoga spaces."
2029,J69033378,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also provides daycare facilities and dedicated coworking hubs for professionals."
2030,G54918888,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Residents have access to rooftop lounges and outdoor yoga spaces."
2031,M69031366,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. The society is equipped with EV charging stations and smart home integrations."
2032,O69031232,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
2033,X64712920,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Residents have access to rooftop lounges and outdoor yoga spaces."
2034,R69024308,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also includes a dedicated cycling track and community library."
2035,Z69017044,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Residents have access to rooftop lounges and outdoor yoga spaces."
2036,G66828720,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also provides daycare facilities and dedicated coworking hubs for professionals."
2037,O69003136,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also includes a dedicated cycling track and community library."
2038,W69002892,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
2039,B68992854,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Residents have access to rooftop lounges and outdoor yoga spaces."
2040,U68986472,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
2041,H68982998,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
2042,Z68982730,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Facilities extend to indoor squash courts and meditation gardens."
2043,C68980404,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
2044,Y68968446,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also includes a dedicated cycling track and community library."
2045,M68963232,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Facilities extend to indoor squash courts and meditation gardens."
2046,L68958088,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also provides daycare facilities and dedicated coworking hubs for professionals."
2047,S68955390,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Residents have access to rooftop lounges and outdoor yoga spaces."
2048,Z68954336,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. The society is equipped with EV charging stations and smart home integrations."
2049,U68944572,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
2050,A68942872,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also provides daycare facilities and dedicated coworking hubs for professionals."
2051,B48946845,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. The society is equipped with EV charging stations and smart home integrations."
2052,E68931654,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
2053,N68921910,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. The society is equipped with EV charging stations and smart home integrations."
2054,B36786459,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Residents have access to rooftop lounges and outdoor yoga spaces."
2055,E68914456,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also provides daycare facilities and dedicated coworking hubs for professionals."
2056,E43520595,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
2057,G69187626,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Facilities extend to indoor squash courts and meditation gardens."
2058,I69186988,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
2059,J69182772,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
2060,M62958574,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
2061,W59037256,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Residents have access to rooftop lounges and outdoor yoga spaces."
2062,M59252680,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. The society is equipped with EV charging stations and smart home integrations."
2063,M62215626,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also provides daycare facilities and dedicated coworking hubs for professionals."
2064,C62418100,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. It also provides daycare facilities and dedicated coworking hubs for professionals."
2065,V64354898,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. The society is equipped with EV charging stations and smart home integrations."
2066,W61214098,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Residents have access to rooftop lounges and outdoor yoga spaces."
2067,A59296758,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Facilities extend to indoor squash courts and meditation gardens."
2068,N33894215,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Facilities extend to indoor squash courts and meditation gardens."
2069,U69157442,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. The society is equipped with EV charging stations and smart home integrations."
2070,C69153300,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Facilities extend to indoor squash courts and meditation gardens."
2071,N62052196,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. The society is equipped with EV charging stations and smart home integrations."
2072,U66576982,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also includes a dedicated cycling track and community library."
2073,J69142214,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
2074,C69135414,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Residents have access to rooftop lounges and outdoor yoga spaces."
2075,T69132466,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. The society is equipped with EV charging stations and smart home integrations."
2076,M69125272,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. The society is equipped with EV charging stations and smart home integrations."
2077,G69127412,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. Facilities extend to indoor squash courts and meditation gardens."
2078,I69118750,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also includes a dedicated cycling track and community library."
2079,W66533824,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
2080,W62818262,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. Residents have access to rooftop lounges and outdoor yoga spaces."
2081,L68965444,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also includes a dedicated cycling track and community library."
2082,G66179018,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
2083,S69087390,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Residents have access to rooftop lounges and outdoor yoga spaces."
2084,L69086224,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. It also includes a dedicated cycling track and community library."
2085,S31689979,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
2086,Y69073178,"This flat comes with modern facilities like a modular kitchen, spacious wardrobes, and a smart lighting system. The complex offers a well-maintained park, yoga deck, and library. Security features include biometric entry and video door phones. Additional amenities include a convenience store within the premises, a mini-theatre for entertainment, and ample guest parking spaces. It also provides daycare facilities and dedicated coworking hubs for professionals."
2087,B69071558,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. It also provides daycare facilities and dedicated coworking hubs for professionals."
2088,L69065854,"The apartment offers a luxury lifestyle with amenities like a rooftop garden, barbecue area, infinity-edge pool, and a fully stocked fitness center. The society provides high-tech security, dedicated maintenance staff, and a community co-working space. Indoor play areas for kids, pet-friendly zones, and spa facilities are also available. The complex ensures a sustainable environment with waste management and solar water heating. The society is equipped with EV charging stations and smart home integrations."
2089,F69060286,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. Facilities extend to indoor squash courts and meditation gardens."
2090,H69057168,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. The society is equipped with EV charging stations and smart home integrations."
2091,D69042566,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. It also provides daycare facilities and dedicated coworking hubs for professionals."
2092,L69042452,"This modern apartment offers a well-designed layout with spacious living areas. Facilities include a fully equipped modular kitchen, high-speed elevators, 24/7 power backup, and a dedicated security system with CCTV surveillance. Residents can enjoy a landscaped garden, indoor gym, and children’s play zone. The community also provides a multi-purpose hall for gatherings and dedicated parking facilities. Facilities extend to indoor squash courts and meditation gardens."
2093,L66086946,"Located in a well-planned township, this flat offers access to high-class facilities such as a temperature-controlled swimming pool, indoor badminton court, and open-air amphitheater. The project includes solar-powered lighting, landscaped jogging trails, and a fully automated car parking system. Residents also enjoy access to a healthcare center, cafeteria, and 24/7 concierge services. Facilities extend to indoor squash courts and meditation gardens."
2094,L69036040,"The flat is part of a premium residential society featuring advanced amenities. Facilities include a swimming pool, clubhouse, meditation zone, and jogging track. There is round-the-clock water supply, advanced fire safety systems, and a fully functional lift. Residents benefit from a private balcony with scenic views, indoor sports rooms, and an eco-friendly rainwater harvesting system. The society is equipped with EV charging stations and smart home integrations."
